OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0007324,16-08-2016,36,Distributor,AXW291,24,1,9,1989.9,17909.1,1691.42
SO - 0007325,16-08-2016,39,Wholesale,AXW291,23,11,10,1226.1,12261,674.36
SO - 0007326,16-08-2016,9,Distributor,AXW291,11,7,10,2231.1,22311,1383.28
SO - 0007327,16-08-2016,41,Wholesale,GUT930,39,7,9,817.4,7356.6,678.44
SO - 0007328,16-08-2016,11,Wholesale,AXW291,5,7,6,3912.8,23476.8,2425.94
SO - 0007329,16-08-2016,14,Wholesale,AXW291,6,9,11,3128.9,34417.9,2628.28
SO - 0007330,17-08-2016,40,Export,GUT930,40,2,10,3510.8,35108,1930.94
SO - 0007331,17-08-2016,42,Export,GUT930,41,11,10,1031.8,10318,546.85
SO - 0007332,17-08-2016,41,Wholesale,AXW291,22,7,6,5889.3,35335.8,4711.44
SO - 0007333,17-08-2016,41,Distributor,GUT930,39,7,6,1038.5,6231,768.49
SO - 0007334,17-08-2016,21,Wholesale,GUT930,37,7,9,214.4,1929.6,135.07
SO - 0007335,17-08-2016,29,Distributor,GUT930,40,8,6,1065.3,6391.8,671.14
SO - 0007336,18-08-2016,4,Distributor,AXW291,1,2,11,1125.6,12381.6,619.08
SO - 0007337,18-08-2016,38,Export,NXH382,49,11,5,1882.7,9413.5,1016.66
SO - 0007338,18-08-2016,36,Distributor,GUT930,46,12,11,1125.6,12381.6,506.52
SO - 0007339,18-08-2016,25,Wholesale,GUT930,43,3,6,2519.2,15115.2,1007.68
SO - 0007340,18-08-2016,2,Distributor,NXH382,49,7,7,931.3,6519.1,428.4
SO - 0007341,18-08-2016,50,Distributor,AXW291,21,13,11,2291.4,25205.4,1214.44
SO - 0007342,19-08-2016,43,Wholesale,FLR025,66,11,7,3618,25326,2026.08
SO - 0007343,19-08-2016,39,Export,NXH382,60,7,10,1132.3,11323,452.92
SO - 0007344,19-08-2016,20,Wholesale,NXH382,53,9,12,1038.5,12462,508.87
SO - 0007345,19-08-2016,27,Wholesale,FLR025,63,1,12,951.4,11416.8,447.16
SO - 0007346,19-08-2016,30,Distributor,NXH382,57,2,10,1118.9,11189,883.93
SO - 0007347,19-08-2016,32,Wholesale,AXW291,13,11,11,6023.3,66256.3,3734.45
SO - 0007348,19-08-2016,43,Wholesale,GUT930,32,7,11,1835.8,20193.8,844.47
SO - 0007349,20-08-2016,18,Distributor,AXW291,24,1,6,1112.2,6673.2,656.2
SO - 0007350,20-08-2016,46,Distributor,GUT930,34,13,10,2351.7,23517,1128.82
SO - 0007351,20-08-2016,36,Export,NXH382,59,13,6,1005,6030,633.15
SO - 0007352,21-08-2016,39,Wholesale,GUT930,39,1,7,2284.7,15992.9,1347.97
SO - 0007353,21-08-2016,19,Export,NXH382,47,7,11,5092,56012,4226.36
SO - 0007354,21-08-2016,37,Distributor,GUT930,46,2,6,3845.8,23074.8,2845.89
SO - 0007355,21-08-2016,41,Wholesale,FLR025,60,1,11,3671.6,40387.6,2459.97
SO - 0007356,21-08-2016,4,Distributor,AXW291,11,2,7,1085.4,7597.8,846.61
SO - 0007357,21-08-2016,47,Wholesale,AXW291,28,6,11,1105.5,12160.5,762.8
SO - 0007358,21-08-2016,47,Wholesale,GUT930,31,7,6,3705.1,22230.6,2964.08
SO - 0007359,21-08-2016,42,Wholesale,AXW291,4,1,9,2793.9,25145.1,2039.55
SO - 0007360,22-08-2016,18,Wholesale,GUT930,36,9,11,2773.8,30511.8,1414.64
SO - 0007361,22-08-2016,13,Wholesale,AXW291,6,12,11,201,2211,116.58
SO - 0007362,22-08-2016,32,Export,AXW291,28,7,6,1031.8,6190.8,433.36
SO - 0007363,22-08-2016,49,Distributor,GUT930,44,5,11,1929.6,21225.6,868.32
SO - 0007364,22-08-2016,17,Wholesale,GUT930,38,2,8,4006.6,32052.8,2323.83
SO - 0007365,23-08-2016,16,Wholesale,GUT930,42,4,5,6043.4,30217,2659.1
SO - 0007366,23-08-2016,36,Export,AXW291,2,4,10,790.6,7906,545.51
SO - 0007367,23-08-2016,11,Wholesale,AXW291,23,13,11,1031.8,11349.8,722.26
SO - 0007368,23-08-2016,22,Wholesale,AXW291,15,12,11,5896,64856,3183.84
SO - 0007369,24-08-2016,46,Wholesale,NXH382,55,11,8,5272.9,42183.2,2372.81
SO - 0007370,24-08-2016,28,Distributor,AXW291,21,1,5,3859.2,19296,2469.89
SO - 0007371,24-08-2016,49,Distributor,AXW291,10,12,7,1326.6,9286.2,703.1
SO - 0007372,24-08-2016,32,Distributor,AXW291,15,7,10,5266.2,52662,3528.35
SO - 0007373,24-08-2016,3,Wholesale,FLR025,64,9,6,6009.9,36059.4,4928.12
SO - 0007374,24-08-2016,3,Wholesale,NXH382,47,7,10,1882.7,18827,1110.79
SO - 0007375,24-08-2016,5,Distributor,NXH382,51,5,12,261.3,3135.6,214.27
SO - 0007376,24-08-2016,39,Wholesale,AXW291,12,13,8,3879.3,31034.4,1862.06
SO - 0007377,25-08-2016,21,Wholesale,NXH382,54,9,11,1092.1,12013.1,436.84
SO - 0007378,25-08-2016,45,Distributor,AXW291,15,11,7,1775.5,12428.5,1473.67
SO - 0007379,25-08-2016,2,Wholesale,AXW291,18,2,9,1728.6,15557.4,933.44
SO - 0007380,25-08-2016,39,Wholesale,NXH382,53,7,10,1112.2,11122,600.59
SO - 0007381,26-08-2016,13,Wholesale,NXH382,55,11,5,1989.9,9949.5,1631.72
SO - 0007382,26-08-2016,6,Wholesale,NXH382,54,2,6,3926.2,23557.2,2316.46
SO - 0007383,26-08-2016,17,Wholesale,NXH382,54,1,10,3852.5,38525,2234.45
SO - 0007384,27-08-2016,17,Wholesale,AXW291,27,2,6,837.5,5025,619.75
SO - 0007385,27-08-2016,26,Wholesale,GUT930,39,7,10,2271.3,22713,1748.9
SO - 0007386,27-08-2016,39,Wholesale,AXW291,5,1,10,207.7,2077,137.08
SO - 0007387,27-08-2016,14,Wholesale,NXH382,50,9,8,938,7504,731.64
SO - 0007388,27-08-2016,43,Export,NXH382,48,14,9,3142.3,28280.7,1445.46
SO - 0007389,27-08-2016,3,Distributor,GUT930,33,5,10,2458.9,24589,2016.3
SO - 0007390,27-08-2016,4,Wholesale,AXW291,3,5,9,3939.6,35456.4,2718.32
SO - 0007391,28-08-2016,46,Wholesale,FLR025,66,9,12,1829.1,21949.2,1280.37
SO - 0007392,28-08-2016,29,Distributor,NXH382,56,2,8,964.8,7718.4,742.9
SO - 0007393,28-08-2016,15,Export,NXH382,52,13,8,1051.9,8415.2,704.77
SO - 0007394,28-08-2016,27,Wholesale,AXW291,26,2,6,207.7,1246.2,149.54
SO - 0007395,28-08-2016,11,Distributor,GUT930,36,7,10,1085.4,10854,651.24
SO - 0007396,28-08-2016,44,Distributor,GUT930,39,7,8,690.1,5520.8,503.77
SO - 0007397,29-08-2016,3,Wholesale,GUT930,42,7,9,1949.7,17547.3,1072.34
SO - 0007398,29-08-2016,29,Wholesale,NXH382,56,5,12,241.2,2894.4,127.84
SO - 0007399,29-08-2016,26,Wholesale,AXW291,23,4,8,2499.1,19992.8,1499.46
SO - 0007400,29-08-2016,2,Wholesale,FLR025,60,2,6,3899.4,23396.4,2612.6
SO - 0007401,29-08-2016,28,Wholesale,NXH382,48,2,12,1715.2,20582.4,874.75
SO - 0007402,29-08-2016,11,Distributor,NXH382,51,14,6,2331.6,13989.6,1095.85
SO - 0007403,30-08-2016,13,Distributor,AXW291,25,8,7,991.6,6941.2,485.88
SO - 0007404,31-08-2016,4,Wholesale,NXH382,48,7,9,5936.2,53425.8,3561.72
SO - 0007405,31-08-2016,45,Wholesale,NXH382,54,5,8,891.1,7128.8,623.77
SO - 0007406,31-08-2016,8,Wholesale,AXW291,5,3,10,1708.5,17085,1008.02
SO - 0007407,31-08-2016,46,Distributor,FLR025,62,13,12,1889.4,22672.8,963.59
SO - 0007408,31-08-2016,44,Wholesale,FLR025,62,1,12,5540.9,66490.8,2659.63
SO - 0007409,01-09-2016,21,Distributor,NXH382,55,11,9,6003.2,54028.8,2401.28
SO - 0007410,01-09-2016,1,Wholesale,AXW291,24,13,6,864.3,5185.8,656.87
SO - 0007411,01-09-2016,11,Wholesale,AXW291,17,5,10,1092.1,10921,502.37
SO - 0007412,01-09-2016,30,Wholesale,GUT930,43,2,12,2452.2,29426.4,1814.63
SO - 0007413,01-09-2016,37,Wholesale,FLR025,65,2,7,207.7,1453.9,176.55
SO - 0007414,01-09-2016,43,Export,AXW291,23,2,12,5313.1,63757.2,2815.94
SO - 0007415,01-09-2016,28,Wholesale,AXW291,20,2,5,1132.3,5661.5,826.58
SO - 0007416,02-09-2016,15,Distributor,NXH382,48,7,5,3953,19765,1699.79
SO - 0007417,02-09-2016,36,Wholesale,AXW291,15,12,9,5440.4,48963.6,4461.13
SO - 0007418,02-09-2016,46,Wholesale,AXW291,28,11,6,1011.7,6070.2,829.59
SO - 0007419,02-09-2016,37,Wholesale,FLR025,61,7,6,716.9,4301.4,509
SO - 0007420,02-09-2016,44,Export,GUT930,37,2,6,207.7,1246.2,153.7
SO - 0007421,03-09-2016,39,Wholesale,FLR025,65,1,10,3839.1,38391,2303.46
SO - 0007422,03-09-2016,33,Wholesale,GUT930,43,11,6,3383.5,20301,2774.47
SO - 0007423,03-09-2016,49,Distributor,AXW291,4,11,7,857.6,6003.2,445.95
SO - 0007424,03-09-2016,6,Wholesale,AXW291,3,7,7,730.3,5112.1,496.6
SO - 0007425,04-09-2016,28,Distributor,AXW291,6,1,7,1902.8,13319.6,1065.57
SO - 0007426,04-09-2016,1,Export,NXH382,52,7,6,2994.9,17969.4,2455.82
SO - 0007427,04-09-2016,47,Wholesale,AXW291,27,11,8,3986.5,31892,2072.98
SO - 0007428,04-09-2016,9,Distributor,NXH382,59,7,7,770.5,5393.5,562.47
SO - 0007429,04-09-2016,34,Wholesale,AXW291,2,7,6,3966.4,23798.4,2974.8
SO - 0007430,04-09-2016,49,Distributor,NXH382,51,7,8,944.7,7557.6,651.84
SO - 0007431,04-09-2016,20,Distributor,AXW291,17,13,9,911.2,8200.8,537.61
SO - 0007432,04-09-2016,9,Wholesale,AXW291,7,1,7,2519.2,17634.4,1662.67
SO - 0007433,05-09-2016,43,Export,AXW291,22,13,7,241.2,1688.4,154.37
SO - 0007434,05-09-2016,10,Wholesale,AXW291,22,7,10,1768.8,17688,1238.16
SO - 0007435,05-09-2016,39,Wholesale,GUT930,34,12,8,1118.9,8951.2,839.18
SO - 0007436,06-09-2016,6,Wholesale,NXH382,52,2,11,1232.8,13560.8,813.65
SO - 0007437,06-09-2016,8,Export,AXW291,18,11,11,3819,42009,2902.44
SO - 0007438,06-09-2016,10,Export,NXH382,57,3,7,3919.5,27436.5,2508.48
SO - 0007439,06-09-2016,9,Distributor,AXW291,3,8,5,3028.4,15142,1907.89
SO - 0007440,06-09-2016,48,Wholesale,AXW291,5,9,5,227.8,1139,157.18
SO - 0007441,07-09-2016,37,Wholesale,FLR025,61,10,6,1882.7,11296.2,1581.47
SO - 0007442,07-09-2016,25,Distributor,GUT930,38,5,5,864.3,4321.5,363.01
SO - 0007443,07-09-2016,29,Wholesale,AXW291,19,11,5,2800.6,14003,2380.51
SO - 0007444,07-09-2016,5,Wholesale,GUT930,36,1,7,1125.6,7879.2,596.57
SO - 0007445,08-09-2016,22,Wholesale,AXW291,15,5,7,5889.3,41225.1,4711.44
SO - 0007446,08-09-2016,9,Export,NXH382,57,7,12,1045.2,12542.4,846.61
SO - 0007447,08-09-2016,15,Distributor,AXW291,3,9,9,5071.9,45647.1,4311.12
SO - 0007448,08-09-2016,48,Export,GUT930,38,7,8,2358.4,18867.2,1815.97
SO - 0007449,08-09-2016,6,Distributor,GUT930,35,1,7,1909.5,13366.5,801.99
SO - 0007450,09-09-2016,33,Distributor,AXW291,2,13,9,884.4,7959.6,548.33
SO - 0007451,09-09-2016,32,Export,GUT930,37,2,11,944.7,10391.7,472.35
SO - 0007452,09-09-2016,44,Wholesale,AXW291,14,13,5,3658.2,18291,2487.58
SO - 0007453,09-09-2016,38,Export,AXW291,18,13,12,730.3,8763.6,452.79
SO - 0007454,09-09-2016,34,Wholesale,AXW291,5,13,12,3852.5,46230,3082
SO - 0007455,09-09-2016,45,Distributor,NXH382,59,1,6,1045.2,6271.2,449.44
SO - 0007456,10-09-2016,15,Distributor,AXW291,10,2,12,1896.1,22753.2,796.36
SO - 0007457,10-09-2016,10,Distributor,FLR025,61,3,8,1045.2,8361.6,637.57
SO - 0007458,10-09-2016,31,Wholesale,NXH382,58,2,5,1112.2,5561,633.95
SO - 0007459,10-09-2016,28,Wholesale,AXW291,28,4,5,1025.1,5125.5,717.57
SO - 0007460,11-09-2016,3,Wholesale,AXW291,1,1,10,1011.7,10117,556.44
SO - 0007461,11-09-2016,44,Wholesale,AXW291,14,7,5,3892.7,19463.5,2763.82
SO - 0007462,11-09-2016,48,Wholesale,GUT930,39,11,7,2338.3,16368.1,1823.87
SO - 0007463,11-09-2016,37,Wholesale,NXH382,49,2,10,227.8,2278,102.51
SO - 0007464,11-09-2016,8,Wholesale,NXH382,57,1,9,1078.7,9708.3,765.88
SO - 0007465,12-09-2016,46,Wholesale,GUT930,36,1,9,1038.5,9346.5,747.72
SO - 0007466,12-09-2016,4,Export,AXW291,20,2,7,3296.4,23074.8,2340.44
SO - 0007467,12-09-2016,45,Distributor,NXH382,47,11,8,1038.5,8308,425.79
SO - 0007468,12-09-2016,27,Distributor,FLR025,60,11,6,2592.9,15557.4,2100.25
SO - 0007469,12-09-2016,27,Export,NXH382,49,10,11,2425.4,26679.4,1600.76
SO - 0007470,12-09-2016,11,Wholesale,NXH382,58,5,11,5078.6,55864.6,4113.67
SO - 0007471,13-09-2016,38,Wholesale,NXH382,51,1,5,1065.3,5326.5,543.3
SO - 0007472,13-09-2016,15,Wholesale,GUT930,43,7,5,1762.1,8810.5,1444.92
SO - 0007473,13-09-2016,25,Distributor,FLR025,64,4,7,2599.6,18197.2,1819.72
SO - 0007474,13-09-2016,43,Wholesale,AXW291,8,1,10,2646.5,26465,1482.04
SO - 0007475,13-09-2016,28,Export,GUT930,37,9,12,951.4,11416.8,780.15
SO - 0007476,13-09-2016,2,Export,AXW291,2,13,11,2432.1,26753.1,1970
SO - 0007477,14-09-2016,2,Distributor,FLR025,62,1,5,5916.1,29580.5,4673.72
SO - 0007478,14-09-2016,5,Wholesale,AXW291,12,9,8,1139,9112,694.79
SO - 0007479,14-09-2016,24,Export,GUT930,45,8,12,2546,30552,1884.04
SO - 0007480,14-09-2016,28,Distributor,FLR025,64,1,10,931.3,9313,530.84
SO - 0007481,14-09-2016,45,Distributor,AXW291,26,1,9,3953,35577,3360.05
SO - 0007482,14-09-2016,27,Wholesale,AXW291,12,2,7,3068.6,21480.2,2454.88
SO - 0007483,15-09-2016,17,Distributor,NXH382,56,10,9,944.7,8502.3,566.82
SO - 0007484,15-09-2016,33,Distributor,AXW291,13,9,7,1239.5,8676.5,842.86
SO - 0007485,15-09-2016,34,Distributor,NXH382,51,7,11,2338.3,25721.3,1286.07
SO - 0007486,15-09-2016,10,Distributor,AXW291,7,5,5,2445.5,12227.5,1760.76
SO - 0007487,16-09-2016,30,Distributor,AXW291,11,7,6,214.4,1286.4,145.79
SO - 0007488,16-09-2016,19,Wholesale,AXW291,13,1,10,877.7,8777,561.73
SO - 0007489,16-09-2016,19,Distributor,AXW291,11,3,9,2398.6,21587.4,1703.01
SO - 0007490,16-09-2016,44,Wholesale,FLR025,63,5,8,3999.9,31999.2,2919.93
SO - 0007491,16-09-2016,24,Wholesale,NXH382,48,2,9,2412,21708,1664.28
SO - 0007492,16-09-2016,14,Wholesale,GUT930,33,5,10,2981.5,29815,1759.09
SO - 0007493,16-09-2016,13,Wholesale,GUT930,39,10,8,2351.7,18813.6,1293.44
SO - 0007494,17-09-2016,29,Wholesale,AXW291,6,2,10,1943,19430,796.63
SO - 0007495,17-09-2016,24,Distributor,AXW291,30,2,8,696.8,5574.4,292.66
SO - 0007496,17-09-2016,11,Wholesale,AXW291,12,7,8,1051.9,8415.2,557.51
SO - 0007497,17-09-2016,47,Wholesale,AXW291,20,1,6,4020,24120,2653.2
SO - 0007498,17-09-2016,18,Distributor,FLR025,63,1,9,1045.2,9406.8,836.16
SO - 0007499,17-09-2016,2,Wholesale,AXW291,8,2,9,750.4,6753.6,637.84
SO - 0007500,17-09-2016,6,Wholesale,GUT930,43,7,11,1192.6,13118.6,644
SO - 0007501,17-09-2016,32,Distributor,GUT930,42,1,8,3959.7,31677.6,2098.64
SO - 0007502,18-09-2016,13,Wholesale,NXH382,58,4,6,1996.6,11979.6,1417.59
SO - 0007503,18-09-2016,28,Wholesale,NXH382,50,7,8,837.5,6700,711.88
SO - 0007504,18-09-2016,9,Distributor,GUT930,45,1,7,1909.5,13366.5,1145.7
SO - 0007505,18-09-2016,43,Distributor,NXH382,59,9,10,1011.7,10117,799.24
SO - 0007506,18-09-2016,32,Export,AXW291,19,11,8,1695.1,13560.8,983.16
SO - 0007507,19-09-2016,26,Wholesale,AXW291,13,5,5,1701.8,8509,1412.49
SO - 0007508,19-09-2016,12,Export,GUT930,41,7,7,964.8,6753.6,588.53
SO - 0007509,19-09-2016,8,Distributor,GUT930,37,13,6,3557.7,21346.2,1814.43
SO - 0007510,19-09-2016,33,Wholesale,AXW291,4,9,9,3035.1,27315.9,1335.44
SO - 0007511,19-09-2016,49,Distributor,NXH382,57,1,9,1031.8,9286.2,650.03
SO - 0007512,19-09-2016,20,Distributor,FLR025,64,2,7,1179.2,8254.4,554.22
SO - 0007513,19-09-2016,10,Distributor,NXH382,49,1,7,5648.1,39536.7,3501.82
SO - 0007514,20-09-2016,5,Wholesale,AXW291,10,7,6,2519.2,15115.2,1914.59
SO - 0007515,20-09-2016,15,Wholesale,FLR025,61,3,6,1782.2,10693.2,1051.5
SO - 0007516,20-09-2016,50,Wholesale,AXW291,5,13,9,3758.7,33828.3,2706.26
SO - 0007517,20-09-2016,8,Wholesale,NXH382,59,1,9,1139,10251,592.28
SO - 0007518,20-09-2016,12,Wholesale,GUT930,35,2,11,254.6,2800.6,157.85
SO - 0007519,20-09-2016,50,Wholesale,GUT930,35,2,11,1929.6,21225.6,1138.46
SO - 0007520,20-09-2016,32,Wholesale,AXW291,15,5,11,3879.3,42672.3,2366.37
SO - 0007521,20-09-2016,12,Distributor,NXH382,50,9,7,2351.7,16461.9,1787.29
SO - 0007522,21-09-2016,16,Wholesale,AXW291,19,11,11,1139,12529,763.13
SO - 0007523,21-09-2016,5,Wholesale,GUT930,33,2,12,2010,24120,1005
SO - 0007524,21-09-2016,32,Export,NXH382,57,1,6,1172.5,7035,961.45
SO - 0007525,21-09-2016,27,Export,GUT930,36,5,10,1333.3,13333,533.32
SO - 0007526,21-09-2016,43,Wholesale,AXW291,3,1,11,5246.1,57707.1,3042.74
SO - 0007527,22-09-2016,25,Wholesale,AXW291,2,13,6,1159.1,6954.6,869.33
SO - 0007528,22-09-2016,33,Wholesale,AXW291,7,2,6,2921.2,17527.2,2307.75
SO - 0007529,22-09-2016,3,Distributor,AXW291,31,11,5,5165.7,25828.5,4235.87
SO - 0007530,22-09-2016,29,Export,GUT930,37,9,7,6291.3,44039.1,5158.87
SO - 0007531,23-09-2016,32,Wholesale,NXH382,59,2,10,1869.3,18693,1345.9
SO - 0007532,23-09-2016,33,Wholesale,GUT930,35,2,8,3959.7,31677.6,2930.18
SO - 0007533,23-09-2016,8,Wholesale,AXW291,23,1,6,2371.8,14230.8,1209.62
SO - 0007534,23-09-2016,16,Wholesale,GUT930,44,8,10,221.1,2211,90.65
SO - 0007535,23-09-2016,26,Export,GUT930,44,1,9,201,1809,102.51
SO - 0007536,23-09-2016,45,Export,AXW291,13,11,7,174.2,1219.4,120.2
SO - 0007537,23-09-2016,1,Wholesale,GUT930,40,7,7,1989.9,13929.3,1114.34
SO - 0007538,24-09-2016,18,Wholesale,AXW291,24,10,6,2566.1,15396.6,1950.24
SO - 0007539,24-09-2016,45,Distributor,AXW291,25,1,11,1112.2,12234.2,500.49
SO - 0007540,24-09-2016,22,Wholesale,NXH382,58,5,10,1708.5,17085,1383.89
SO - 0007541,24-09-2016,24,Wholesale,GUT930,32,1,10,924.6,9246,499.28
SO - 0007542,24-09-2016,45,Wholesale,AXW291,18,9,9,3899.4,35094.6,3275.5
SO - 0007543,24-09-2016,37,Wholesale,AXW291,18,13,5,1118.9,5594.5,850.36
SO - 0007544,24-09-2016,39,Wholesale,GUT930,39,1,8,683.4,5467.2,444.21
SO - 0007545,24-09-2016,9,Wholesale,AXW291,31,2,6,5333.2,31999.2,2986.59
SO - 0007546,25-09-2016,43,Distributor,AXW291,14,7,10,1748.7,17487,1381.47
SO - 0007547,25-09-2016,43,Wholesale,FLR025,62,2,5,221.1,1105.5,101.71
SO - 0007548,25-09-2016,34,Distributor,AXW291,23,11,11,1681.7,18498.7,1227.64
SO - 0007549,25-09-2016,44,Wholesale,AXW291,3,5,9,817.4,7356.6,531.31
SO - 0007550,25-09-2016,42,Wholesale,AXW291,8,2,6,964.8,5788.8,578.88
SO - 0007551,25-09-2016,49,Export,GUT930,43,11,8,978.2,7825.6,401.06
SO - 0007552,26-09-2016,18,Wholesale,AXW291,17,5,5,4006.6,20033,2043.37
SO - 0007553,26-09-2016,48,Export,GUT930,37,7,9,1038.5,9346.5,695.8
SO - 0007554,26-09-2016,23,Wholesale,AXW291,12,2,5,2452.2,12261,1741.06
SO - 0007555,26-09-2016,42,Wholesale,NXH382,57,7,7,1708.5,11959.5,1042.19
SO - 0007556,27-09-2016,45,Distributor,GUT930,42,6,5,5969.7,29848.5,4417.58
SO - 0007557,27-09-2016,16,Wholesale,GUT930,34,11,5,1902.8,9514,761.12
SO - 0007558,27-09-2016,41,Distributor,AXW291,15,2,12,2479,29748,1041.18
SO - 0007559,27-09-2016,36,Wholesale,AXW291,10,6,9,3289.7,29607.3,2500.17
SO - 0007560,27-09-2016,39,Wholesale,GUT930,44,8,8,1078.7,8629.6,787.45
SO - 0007561,27-09-2016,22,Wholesale,FLR025,65,3,6,2626.4,15758.4,1680.9
SO - 0007562,27-09-2016,13,Wholesale,AXW291,27,5,5,5487.3,27436.5,3292.38
SO - 0007563,27-09-2016,3,Export,AXW291,13,10,12,2639.8,31677.6,1293.5
SO - 0007564,27-09-2016,46,Wholesale,AXW291,6,13,6,1165.8,6994.8,512.95
SO - 0007565,28-09-2016,37,Wholesale,AXW291,19,11,6,1092.1,6552.6,797.23
SO - 0007566,28-09-2016,22,Wholesale,FLR025,66,9,9,6539.2,58852.8,2942.64
SO - 0007567,28-09-2016,26,Wholesale,AXW291,10,1,5,1105.5,5527.5,729.63
SO - 0007568,28-09-2016,36,Wholesale,AXW291,16,4,8,1098.8,8790.4,879.04
SO - 0007569,28-09-2016,4,Distributor,FLR025,66,7,10,884.4,8844,725.21
SO - 0007570,28-09-2016,28,Wholesale,GUT930,42,7,9,1755.4,15798.6,877.7
SO - 0007571,28-09-2016,5,Distributor,AXW291,16,1,12,1098.8,13185.6,648.29
SO - 0007572,29-09-2016,23,Wholesale,AXW291,21,11,12,1065.3,12783.6,458.08
SO - 0007573,29-09-2016,32,Wholesale,AXW291,7,2,12,1815.7,21788.4,980.48
SO - 0007574,29-09-2016,42,Wholesale,GUT930,42,5,8,5152.3,41218.4,2576.15
SO - 0007575,29-09-2016,32,Wholesale,GUT930,35,1,12,2579.5,30954,1212.37
SO - 0007576,29-09-2016,48,Distributor,NXH382,56,9,11,891.1,9802.1,356.44
SO - 0007577,29-09-2016,50,Distributor,GUT930,33,13,12,1038.5,12462,591.95
SO - 0007578,29-09-2016,18,Distributor,GUT930,44,9,9,951.4,8562.6,704.04
SO - 0007579,29-09-2016,25,Wholesale,AXW291,4,11,12,931.3,11175.6,651.91
SO - 0007580,29-09-2016,24,Wholesale,GUT930,38,5,5,3450.5,17252.5,2346.34
SO - 0007581,30-09-2016,24,Distributor,GUT930,42,2,12,998.3,11979.6,628.93
SO - 0007582,30-09-2016,1,Wholesale,GUT930,43,7,9,3932.9,35396.1,2831.69
SO - 0007583,30-09-2016,24,Wholesale,AXW291,11,5,10,3698.4,36984,3106.66
SO - 0007584,30-09-2016,42,Distributor,AXW291,21,7,8,1788.9,14311.2,966.01
SO - 0007585,01-10-2016,33,Distributor,GUT930,34,2,6,971.5,5829,777.2
SO - 0007586,01-10-2016,42,Distributor,NXH382,59,11,10,2525.9,25259,1742.87
SO - 0007587,01-10-2016,5,Export,AXW291,1,6,10,2391.9,23919,1363.38
SO - 0007588,01-10-2016,42,Distributor,AXW291,23,5,6,991.6,5949.6,743.7
SO - 0007589,01-10-2016,14,Export,NXH382,60,1,11,234.5,2579.5,157.12
SO - 0007590,01-10-2016,24,Wholesale,AXW291,29,10,12,3886,46632,1904.14
SO - 0007591,01-10-2016,1,Wholesale,AXW291,31,1,5,5246.1,26230.5,3619.81
SO - 0007592,02-10-2016,42,Wholesale,NXH382,59,9,9,3973.1,35757.9,2185.21
SO - 0007593,03-10-2016,12,Wholesale,NXH382,49,6,12,227.8,2733.6,107.07
SO - 0007594,03-10-2016,47,Wholesale,NXH382,51,9,9,167.5,1507.5,73.7
SO - 0007595,03-10-2016,36,Distributor,AXW291,12,7,6,1051.9,6311.4,662.7
SO - 0007596,03-10-2016,35,Wholesale,NXH382,56,5,10,2217.7,22177,1153.2
SO - 0007597,04-10-2016,2,Export,NXH382,57,2,12,1132.3,13587.6,951.13
SO - 0007598,04-10-2016,34,Export,GUT930,45,7,12,1085.4,13024.8,477.58
SO - 0007599,04-10-2016,24,Wholesale,NXH382,58,7,9,958.1,8622.9,603.6
SO - 0007600,04-10-2016,46,Distributor,NXH382,55,13,5,3651.5,18257.5,2409.99
SO - 0007601,04-10-2016,11,Wholesale,FLR025,65,7,11,1996.6,21962.6,1098.13
SO - 0007602,04-10-2016,38,Distributor,AXW291,24,5,5,3631.4,18157,2033.58
SO - 0007603,04-10-2016,26,Wholesale,FLR025,63,2,9,6472.2,58249.8,5371.93
SO - 0007604,05-10-2016,2,Wholesale,AXW291,30,7,12,1896.1,22753.2,1573.76
SO - 0007605,05-10-2016,16,Wholesale,NXH382,56,11,7,1835.8,12850.6,1193.27
SO - 0007606,06-10-2016,25,Distributor,NXH382,59,5,8,3966.4,31731.2,1626.22
SO - 0007607,06-10-2016,30,Distributor,AXW291,21,11,11,2860.9,31469.9,1316.01
SO - 0007608,06-10-2016,11,Distributor,NXH382,53,14,10,1983.2,19832,1606.39
SO - 0007609,06-10-2016,41,Wholesale,NXH382,47,7,9,1132.3,10190.7,622.77
SO - 0007610,06-10-2016,6,Distributor,NXH382,51,1,9,991.6,8924.4,436.3
SO - 0007611,06-10-2016,28,Wholesale,AXW291,30,7,5,2566.1,12830.5,1026.44
SO - 0007612,07-10-2016,9,Distributor,AXW291,17,5,6,1165.8,6994.8,617.87
SO - 0007613,07-10-2016,32,Distributor,AXW291,4,13,6,268,1608,152.76
SO - 0007614,07-10-2016,40,Wholesale,FLR025,61,10,11,214.4,2358.4,126.5
SO - 0007615,07-10-2016,19,Wholesale,NXH382,49,11,6,167.5,1005,125.63
SO - 0007616,07-10-2016,18,Distributor,AXW291,29,11,10,1139,11390,455.6
SO - 0007617,07-10-2016,27,Distributor,GUT930,34,11,10,2519.2,25192,1435.94
SO - 0007618,07-10-2016,50,Export,NXH382,47,13,8,2653.2,21225.6,1167.41
SO - 0007619,08-10-2016,15,Distributor,AXW291,5,2,5,167.5,837.5,142.38
SO - 0007620,08-10-2016,13,Distributor,GUT930,37,1,9,1963.1,17667.9,1629.37
